Sensor_ID,Timestamp,Raw_Value,Auth_Signature
Sensor_Beta,1773037720,23.79,deadbeef14f86a3dbf4b4416c3e20a673a03c5d07ac6a4c34d222ec68bc4b6d9
Sensor_Beta,1773037721,23.06,b49cc52fb961b75d66d8a49afae3993fae542eca3d4f06611bfa3943e3acdcf1
Sensor_Delta,1773037725,24.51,4ef85eb03cfc7219b2b3207567c2737c2a2636f97f861aa15317c5acf2c399c9
Sensor_Beta,1773037729,24.83,fd69bd18c3406d44983d3522262ecee8f606aa8a1ed42d6b428e47fd305cc489
Sensor_Beta,1773037731,25.69,ec244ccbb08b3b635c2f0b9f937b13ddf1eec0a089e7b5a2113a238bfe8ffd44
Sensor_Delta,1773037735,24.38,e14b00ff84c76b7d89156d46cdec2efc309d7613f8c12e70e5980ecbd8e7f935
Sensor_Gamma,1773037736,22.92,be6af7261458fc8af290711646d35203407fffc64dc363b68d87709ecee3f1c9
Sensor_Beta,1773037737,23.42,5f7b963e3ec28260974a95d41e6a71076289ce91ab2e01371127518e5da76520
Sensor_Gamma,1773037738,22.29,0fbe29acfd9c1b3d2f7468661fe8fc043e0abe0d5b4496119651b95fe280d78b
Sensor_Beta,1773037740,23.16,74d69407aae2ed7c2ae5f4b875898e922c32ec6c34b6436cc0ace6c62e31d08b
Sensor_Gamma,1773037744,24.44,1ddacc1f6c98dbcc996bf77008419ab7c212e3fbe430a18b31cac01591782ada
Sensor_Delta,1773037748,23.86,243923ce62830d1f2b706d71468f4a294bac6d1faf1af5921e20ed82dca61734
Sensor_Beta,1773037751,24.18,dd94e31235e87eb5883ef3f6febe059399520a668f070130c40d89c883d97f73
Sensor_Gamma,1773037755,23.65,da844cb31382d65ad632983ad543d3694b315d8cdb100bf4fb0f48c424938f6f
Sensor_Delta,1773037756,24.82,aea8448ce38edc5ae689fb15c611b8dc51bc488c0f220e10268af1bbe5285a68
Sensor_Alpha,1773037757,24.62,47f3faa4943e8bd6175666a80c5f3dcb45daaf559850ce844f4f70b0ddf79ca0
Sensor_Beta,1773037760,24.1,f76907f5b9d65f8d587552fb3a2540b847d1dadf85eaeaac8908c7f7e42c669e
Sensor_Delta,1773037762,25.55,a6c3de02f7b577dc16d667a44268b7b1945eb6469482f286552d49322ff20af8
Sensor_Gamma,1773037766,24.48,d8b921a9d24d1ba60b837e5ce69d5f88a9c3c3a61ef77deac501733d30d7d956
Sensor_Gamma,1773037770,23.59,77d9e3c00429bb74942cf8d509c699e4f65302311d958fae7387892657b126f7
Sensor_Beta,1773037773,23.29,115e49a865367ca8703fda407c0d16e540e51be8e3e1f76ab62a982b257eb9bd
Sensor_Delta,1773037777,24.32,deadbeefa9ad2e29d9902e37d75d5fd176c6c4590e94ad70bddee9b33f5152fd
Sensor_Alpha,1773037781,23.62,8b7b195068c6f3f55c2da842e930323f9163efa4374c5c90e76c31cb09c3bb2b
Sensor_Beta,1773037784,23.54,9c1be80e2e78622217c7dd68392f81c789b43f58bc21338a4b110ba813b59b38
Sensor_Beta,1773037785,24.56,13ad9ef8d490bd811ed1680afd5bd141bde1b25e8768675e6465672520018069
Sensor_Delta,1773037787,24.47,040b8cd0d7ae039f43261239cc1eff330925ca725b25c8f8b346c20c1c1e40cc
Sensor_Delta,1773037789,25.38,df09b3b792c48e036a292744b105f745904ac41a2abe368c9f23663436c78302
Sensor_Gamma,1773037791,24.61,d48e5e2fff6b2e9e4376fec10f0f6ae492ee4bafad2dce85b650d969a3d4b103
Sensor_Alpha,1773037793,23.31,7ace8cab2e05db7d31dedc52d5a0fda178b064f1722649575c537ed9537b3efa
Sensor_Alpha,1773037795,22.56,b48c3dc2bf17a3343ae00eac870f834ba5d28557ff93b94d44c1789589aec13c
Sensor_Delta,1773037797,23.33,c1070ee1dd51ddc85b29d7d13ba06b1b5d96d22934f80f8b24c18dfd5ad30c7f
Sensor_Gamma,1773037798,23.05,dacd9462b6a3276d267d02d42e75710e03a5de77b51939c88488b829f4976f87
Sensor_Gamma,1773037801,24.12,deadbeef4c12ef82b0a3faed1854562c73e88235013c3c6dc67bafadc32a4e06
Sensor_Beta,1773037804,25.61,deadbeef707bfc709e53afa8120d0e2b10390e56b52b3ad23b193707a624b971
Sensor_Beta,1773037806,24.78,dd5e02e21dcfc46a935de48981c1e6fe1518f8f8dd873e849b73951184c51736
Sensor_Gamma,1773037807,23.7,2d6056b8c53096cee5eb3304be2399f8a5f309eaae432a61eb9050ff5274cecc
Sensor_Beta,1773037810,22.87,95c7a4f5cc25fd1418f2655e865cfcded8cba3b7eb35fbf6df2a94ac953ceff3
Sensor_Beta,1773037812,21.77,f20f3303523d9ea88816184565ed6a6b6d7db5e755507dbf0a0f52266fbc7276
Sensor_Beta,1773037816,22.3,be9f59b29d1077bdb8a8d2f137ca5f26109592f89c021e554b5a0d66b4bef733
Sensor_Gamma,1773037818,21.16,8e943c355992d97e18de33f30e3d1a6c56152aba66e17c80d685f637e5dc10a6
Sensor_Delta,1773037822,20.85,a5a39b26e9ff11cc8892b702ee4c1c8d2327190c61110a912386c7eadc6a6cce
Sensor_Alpha,1773037825,19.5,43ad004b3e4c5689fe8f985413ea3b46daee8a22d5ac60655c13001f62387fbe
Sensor_Beta,1773037826,20.74,50811145916b1d7dc0c742b3bc19bbf04a1684ada54138b66e0aa9b2f2de4366
Sensor_Gamma,1773037830,22.2,12bce6e4a1b31c66b088269b07feaa6e10e1c894cfc82919cd71fe0ed7dbe78c
Sensor_Delta,1773037831,22.75,23cedd190040b8bdae80d9b6ed2831f8ed12c9a649ca4ab1cd74bc69ab85f6f0
Sensor_Gamma,1773037834,21.49,363d7403f5bdac2988d8ccffbed05a1e6093c67e1e6deba3b05c9983f82042e0
Sensor_Alpha,1773037836,22.94,760788f6fc936b8feb2c5664bc2b7cc34fa483b377b946d0644bc4569760536c
Sensor_Delta,1773037837,23.95,c13ec98cb3828b5c18bd3a8cd7be05264074964619f664b3cd9f85b8dfd01090
Sensor_Beta,1773037840,24.07,38292d4c508188aabef5dcd9d88173a0930ef3de0da455ef79c54df6ac9da137
Sensor_Delta,1773037843,23.24,35e8fa039aba0f39e06683fbff8899dd1d6bd422c71c86a4856bf196d9943a94
Sensor_Delta,1773037845,24.12,8f3035a75d7ff81ae543c9ec40f318845374e414b840547f738587715530b035
Sensor_Alpha,1773037849,24.75,f8d686655d04c36fd5e74f552dcb52b85b15942c9f6b4c8fc14e80869746c7af
Sensor_Beta,1773037851,26.0,ab17db39b599009c2db420fc385cfbc37d52c214da72b75763b4256386e765a3
Sensor_Beta,1773037854,25.67,148ddb8a1a88e3127e39f20da3d828903ef03543567e5316bed70d7cd23741e8
Sensor_Alpha,1773037856,27.16,8a7f6d3cf4c69d8ab8e6efb1c6ccd777938f3c4de313351389e701e683cd291c
Sensor_Gamma,1773037860,28.1,e9d4de6142457ad191abdc314fbec748aa133cd275bb25850d8fde6794d28a3c
Sensor_Delta,1773037861,28.48,f7c236828b6e9afbafd6ca749d927d005e78ec0c00627dc952eab6d6d873f690
Sensor_Alpha,1773037864,27.58,4dced0810ee2188ab069437a8beae32a3f03e19a93bca29b2c7adf1a62d54047
Sensor_Beta,1773037865,26.62,04d14502797984caf80bc6be75b926cb0d6d97f478fa24beb038f9f5d432bcea
Sensor_Alpha,1773037869,25.73,a3b8aa79730abff5ba630ad476798704e8ad985264c96bb81da44ef8de68c9d1
Sensor_Gamma,1773037870,24.49,32396f26f500fdfc02ed0cf82301410cda6bd61baba64fb4fdf1ec84534ddb3b
Sensor_Beta,1773037873,23.8,b31729e7d9350adb6d1508ea0b7144bfaf6ab0920ffc1c22355bf6bb064147ff
Sensor_Gamma,1773037877,24.67,fd261b1d5bdecf771aa4272b8a2f6a695c6b6e96d9db125a13e4c7de1f043b18
Sensor_Alpha,1773037879,25.54,deadbeefeccd1edd620e076299081828ea7ae8903ac0f6e3d73bcc1491449b38
Sensor_Gamma,1773037881,26.61,9ab231d8548e1a934de47bc70c34b4acb9234eff87c975b466109c8519fadf11
Sensor_Gamma,1773037884,27.79,a15e846aa792dafa58bbcee2c02e0d3cd9fda38e5edcf18d894e8dd9c8f5445d
Sensor_Gamma,1773037887,26.81,149ec7d5e048acc7683ee67ae7d52c8cd55ea09daf51f59d65fe79c5b522c865
Sensor_Gamma,1773037889,25.64,9b25b33868232d53eb5fa8decbf8c52f0dbd35ae27b63e044d541860c68c3ac4
Sensor_Gamma,1773037892,26.66,902562d3f1caf553f2a6f40dc383b8ca9ef6c444fd050b52b95c72f6ce2882b9
Sensor_Gamma,1773037896,26.6,8fd17853657846a4b808d27140b4848b00b383150954d6e2f47161cef100f581
Sensor_Alpha,1773037898,26.19,fefbfac3092d432c6b153464045a2a4ac155c7ccdef34de13353a59dd89adf8e
Sensor_Delta,1773037901,27.43,a28984f395320f171f3e08efd695ce7a4b8daa7f8c79d5fa8c5e634fdbfef1b0
Sensor_Alpha,1773037905,26.86,baefc7d7a167f53ba25382367a06013256a9403c77326998aaa510a8d282fed9
Sensor_Gamma,1773037908,28.28,6fdfa113a3e6ab4fd39168848c7f7f59ca06baf4ad603f303e959e7ab67005ed
Sensor_Delta,1773037910,28.73,eba9aa78eda9adcc116bf39e6db3a1ff4822114434a798e14e2e9411236ab17b
Sensor_Alpha,1773037911,28.18,043e4df1498b54d8ccc15ed5ee573baf409dde3d87406392dc97143446e85cce
Sensor_Delta,1773037915,29.09,a158e2d453ebdd7b41090d282de4d2024b8a2f11c776c48fe11db7797040c3cd
Sensor_Beta,1773037919,29.99,31f859589a959e16a5543c5a0e042f5af1cbaf2e5245248488e1aa44fdfc448c
Sensor_Beta,1773037922,29.01,faf1ad3a2fe640142dbc56731269a30c4e723cced0beb23379cc380cc7683372
Sensor_Gamma,1773037926,30.05,821cc16177f55ced7b7ad199a5a71710c3b26d2097d177e6973f487ed38956f4
Sensor_Gamma,1773037930,31.43,5d6f4f71e479b5aaa743933d0d8223da04639ccbc1ce51a630ce3aaf823c5205
Sensor_Gamma,1773037934,32.47,f1713a342e5818b207da06fed246028f23421f399f7e92d5aa57123936b0feae
Sensor_Gamma,1773037935,31.1,2a978149836f693a835796e4f1af0ce3f82945c9f508896845b951fa5a962903
Sensor_Delta,1773037936,29.7,293e5711799b71f59da538de9b7f7001c3fe722a97f8d3f8dd642b5636c5c8e4
Sensor_Beta,1773037940,28.57,49ce92974324a5d747748acf57d676c03894f9e255528f437522c94a423458ef
Sensor_Alpha,1773037941,29.99,31f859589a959e16a5543c5a0e042f5af1cbaf2e5245248488e1aa44fdfc448c
Sensor_Delta,1773037942,28.63,7cbc808b798eb1111917976713913d6d6a231e61d65719f62f22c4a84e701d9c
Sensor_Alpha,1773037946,29.91,e8731308416139f7e1701ddca92eda94d219f7699c869860af8438eba0984df9
Sensor_Gamma,1773037949,30.01,0102c532d9fa01d2a7dc2f7dd422a59672c1321edd770a465b2c16ec7e5f8f08
Sensor_Alpha,1773037950,31.0,4f556f28709a331f11d41c91312ced006adbe76fec15b577d872c40b5ddcac73
Sensor_Gamma,1773037954,29.7,293e5711799b71f59da538de9b7f7001c3fe722a97f8d3f8dd642b5636c5c8e4
Sensor_Alpha,1773037957,29.71,363d59deddf4972d591a02e9a9c8e94a905ab74e0a1f52c42188764f3b8ce8bc
Sensor_Delta,1773037960,29.38,489fc58eed2dc0c09d329590dceb25eac3e87c3eb2a83563209e10d609b22c45
Sensor_Gamma,1773037961,30.76,ac3a2ab937c0059aea7bf5c04a4c7cbd0ad1a452f00c03bcc88c89a90e8682ea
Sensor_Alpha,1773037963,30.0,9be0bd8b53d586f5a2056e0cbbff2aa5c472a6d2cac4f2c536176003b63f5df5
Sensor_Beta,1773037967,31.26,680760a42e7e4772941ad0fd85d3570176845deb00e40d3b88328728811aad5f
Sensor_Beta,1773037970,32.02,2b54c05116658acf2f8225fe7235252f018ad2d5dc4d9cd4d873efa0d20e4d30
Sensor_Alpha,1773037972,33.16,aa5491084704d36846145c05e06d30b2b9a3f1a5e22ac29ee4ae5582873e2973
Sensor_Beta,1773037973,34.17,d4e04836f074f69fa381b10a19b9f93a1438dc8322f712e9cf11015c209487fb
Sensor_Beta,1773037977,33.74,a5e1cb928606d6c95c5f1c97c796d0fe695d201dbdc64dbef3e4875d0f59ce39
Sensor_Alpha,1773037981,34.43,ca74126b883f2770c7a11a3bb61a9a08568bddeb4db2fb025f44e1e130c5caf9
Sensor_Delta,1773037984,35.35,6fec9ed308edf8b99bbd68cd7f782987a05844e02674099fc2329b04234d026b
Sensor_Gamma,1773037986,36.15,ea73e1126c62b583ae4883db8e4b114bb345fb13d868671b38203a1bc8ce181c
Sensor_Alpha,1773037987,37.29,230971f26476a6a381a72935ef0cd118d249f285881dd8054556b73d9af527e2
Sensor_Delta,1773037991,36.76,4c5ac048d7dbd4f1eb54e1c65060bbf820eb825cab195d98e7320baf90bfe476
Sensor_Alpha,1773037994,36.02,6e2798a2fee4c332cac4197be9a5da276cc5cbe2e356ed432e8d1738f0a4f0a0
Sensor_Gamma,1773037998,36.38,174ba9c823d36ab2cb5cdefca8a61cd71f8db8e7aec3cd2ad7708284df29b046
Sensor_Alpha,1773038000,35.82,c1826f1f40dc1c8cbc5ecd827bfde0157f59a3aeaf915861bb7191cdec67be6c
Sensor_Gamma,1773038002,36.77,ebd5d5600b1f330cb3cc4c451b185fa75d57262f8bdd5948428c489342d03a93
Sensor_Alpha,1773038004,36.56,22444a7981010f3b4df8ed476e8106d07244a3a4b56f13e464d34192a7cc542f
Sensor_Delta,1773038007,35.33,067804d0d74d935786ee6f81c33e1a65f2d20da612450084e48ef7cbebbd7fde
Sensor_Gamma,1773038011,35.3,f5596aa0634e1663794eed4f6881dc679bcf199e1f75a6a317a1ad5e35557b32
Sensor_Alpha,1773038012,35.48,3c3f955ce6e5f9c2d77dd287ea85f45aaa9db11ed44c81929dd3884b5aef8788
Sensor_Delta,1773038014,36.76,4c5ac048d7dbd4f1eb54e1c65060bbf820eb825cab195d98e7320baf90bfe476
Sensor_Alpha,1773038018,36.4,c95e8ac446af738e8eccd6f1b4fb1532f806160d1c21a388c80f7a3c9edcb5c5
Sensor_Delta,1773038020,35.86,4ea338383454daa8502b151360bc593fe4517be2a6e487c7a7f88946c1dd3cce
Sensor_Beta,1773038024,35.81,1c1069aabf67c4a8175b54e802d7646ad909e50ae00e0378290793672b61817f
Sensor_Alpha,1773038028,37.01,51532a949cbae9140c4a739ac53b31dbe97943896ef7e50083f2b68e47113e87
Sensor_Delta,1773038029,37.41,6701845a93e34eca5c64fabd37938089303b3df4c04119662638a271b2650568
Sensor_Beta,1773038030,36.25,bab21a8de318cc1e098269b1e22aa5e48e1a2ea4012958cbc6bdd77d3a73af40
Sensor_Beta,1773038034,35.14,97f1cd8bd552be4414cf3d09bdce9d61ed358e020085c8e82f0469e7c05c1a05
Sensor_Gamma,1773038035,34.07,a9a2960b0ebc3b64c693ea5d38b4b2f89ce319c91077c23eea0b1e491a302d59
Sensor_Delta,1773038039,35.45,aecaf074cdb458da0f04c9b7acba453d9f57c3d95272519d9f2dd996d94c631f
Sensor_Alpha,1773038042,34.59,45c1b0a338ca71911c3cd751e002ced3bcd23638ee88e066241e4695c935bec7
Sensor_Delta,1773038045,34.12,390560b75f11ec1fc1aa292c0e6cc86c9e7bc0bea9c4cb5126ba8d698266c494
Sensor_Delta,1773038048,35.13,37ab4671d02650dd23d13cc99a169714e1030417e96489f98184c8321f5f60a9
Sensor_Alpha,1773038052,34.49,50493f2e759f1c240aef8052a898a66aec6458b6d3a8247efa5574618c85924e
Sensor_Gamma,1773038053,34.71,3416356124fac4b90f324ba21b7293a6dc28e1efc756b35658e33b4b1770f933
Sensor_Beta,1773038056,34.61,6964bee7ffb512a9a4046496ad61b60e7aa4b2e5dc71149b7689aad047f303a7
Sensor_Alpha,1773038060,34.47,4a4aa90f6407ace4d57601238dbffb9238e3a79950b56876e9822fa3fd89be50
Sensor_Gamma,1773038061,34.86,da36b0a5359584592b88df001e598b9b6ff8378d2f177652bca2d93af435ae7f
Sensor_Alpha,1773038064,33.9,abbbbbd3f8c096eaa095a69053563dd3823d3f1f8ca2e695efeaba4c3f5d7ff1
Sensor_Beta,1773038065,32.44,e5705817eee365f01cb803ef51c4af197191fc20f97565783e8aaf86b037c2ad
Sensor_Gamma,1773038066,32.45,d9fefe1614740479edadd4061715d4fde5099a16298eca7762237e752071508a
Sensor_Alpha,1773038067,33.5,c08fd3c3d16c04368c6a2463eb17e6945a99cbab98082b83008f210aaff0751e
Sensor_Alpha,1773038069,32.73,1e3bf6d142a299e14303dc792ce4be67112aebadb6ea02d4dd6ffc650051b977
Sensor_Delta,1773038071,32.22,53eb3dc02f500487d06fe4ed2c173e7c5c7857e43432eeb8d1981eab5c6915be
Sensor_Delta,1773038072,31.6,bf6a960b3d7ba7a00a961094d413ceb27c4f10131de7f73531c8723909014e39
Sensor_Beta,1773038076,31.62,4e2b3e000dc0ba768d0add367c19ab86fce69151db81da7f5c4c0f9bf8f0c6d2
Sensor_Alpha,1773038078,32.58,709d22071558d0b52c1bddaa5727dad287569bff92349841d02a5eff32aba439
Sensor_Alpha,1773038082,31.21,deadbeefd8ea187820ed8c7d3e28f6f27530f8d23fddb9a45e29738b89dbe79d
Sensor_Delta,1773038086,30.97,2c50efd3c47335e9fa993d93a96ed12a01462a2e69f2e4f5dabbdd149a368705
Sensor_Gamma,1773038089,30.56,d75df20905ec23e2a8806aa9c2a605d8a6b65544890882ce5c4c8ca7b59f1749
Sensor_Gamma,1773038093,29.23,135a80cb4940e051fa401b5176b7461a896c523807cd6f62c90298119c14a806
Sensor_Alpha,1773038094,28.42,c0977cc7478a99c2362902edc70b557e728dc4ff7fe25658493186b49d5f2e3d
Sensor_Alpha,1773038095,27.13,8f5b1d3087a9f4338a26f2a4dd49d9f406ea5d919f9b566244e73f3e1e0721c0
Sensor_Alpha,1773038099,28.1,e9d4de6142457ad191abdc314fbec748aa133cd275bb25850d8fde6794d28a3c
Sensor_Alpha,1773038102,28.51,02ddc1b43c6624273382ab9f9715029b8108b6d6ce6b09164821053463bd12e6
Sensor_Beta,1773038103,27.72,b5e88ae31b411d3f6085af881b726da5b75156b1de037f67be9d69ca4eda7309
Sensor_Beta,1773038105,26.47,70c11cd37c4b9c97d0e01cc4b92e59f50ca2966e021cf8160542cb2b1f55ef93
Sensor_Gamma,1773038106,27.34,c98bea8ab46747a91d30a4137e3f1484487100496e73fd6a0fc6fdf1489f5e77
Sensor_Beta,1773038110,27.24,0d2d86cc3127dabcc546e0394bab085889fa621436076e7776ab749dbe072e2f
Sensor_Beta,1773038111,27.91,deadbeef203576d3cf0881a376756b0857d26a0b8fb6ff460cafe3b78ae5322f
Sensor_Delta,1773038115,26.64,e96fcd5c94187a4d559efdc4cdd27c8ec9fc8d652d4914d40505ae937dfcb3e9
Sensor_Gamma,1773038118,27.77,b185e9548d1416d975f994f4f6145f3ff77de37b12900954b98f2b8b467c2c33
Sensor_Alpha,1773038121,28.27,26ceeee94aae4d9dccfffa3e6459d8c6a85f41d799fdfe14e454e9ba10ab0798
Sensor_Alpha,1773038123,27.38,dc02f4b909f69018200cee745cbc48a062ec7a2b23b837973f76292d9931ad1d
Sensor_Alpha,1773038125,26.24,10d704cc5ec3b1feb99ead8aa6f16ec3104beae226f17afe6bda65dad67fcf23
Sensor_Beta,1773038126,26.54,d325edce89ed3a7e5762b057d1ea437388cfc74c7179a3a6254a961da51f08eb
Sensor_Delta,1773038127,26.08,7268c2f4a36b74237d691065435d07fd93fbe1d99cdcc89a24f7b86709d7cfe3
Sensor_Delta,1773038130,24.9,c2b6a559c0ce92951367a90589d8de153937b823a591aa9195c6e2d11ad48ac9
Sensor_Beta,1773038132,25.36,a7edfef5c73e1a48d929d43534f66bfaaec53b273493af5dbc156042bc6c640f
Sensor_Delta,1773038136,26.18,a9842c6c822c3c76776d3e2303d49ce258bfa52b992619566e596199f16bfa73
Sensor_Delta,1773038140,26.05,a750ce72f09cc4c2722f3ba9072c13170cf0e76cba541c3d0fb8be8271cabb8c
Sensor_Beta,1773038141,26.45,369eb182dc75a0bf6ee0ce14be982a605b633623e10af6032b55aaefdaa4969c
Sensor_Alpha,1773038142,25.67,148ddb8a1a88e3127e39f20da3d828903ef03543567e5316bed70d7cd23741e8
Sensor_Beta,1773038145,24.44,1ddacc1f6c98dbcc996bf77008419ab7c212e3fbe430a18b31cac01591782ada
Sensor_Alpha,1773038149,25.34,8a2056ded43ed2530770b966ed7c1815cdc2c735d25f86b2c719467d308d99c2
Sensor_Delta,1773038151,24.08,50d1a5518e2f888ecfffc38195b9593369ab486e4676289430eed0300c8c3306
Sensor_Alpha,1773038155,24.99,18d9d277ba10acd37fc5f4ab791829b0b3de8c4625f75563b808f545874e2fed
Sensor_Gamma,1773038156,24.58,1f606c90cb136f82a839b49beb4b151ddfb011574c0d0a648274401036bd26ac
Sensor_Gamma,1773038160,23.8,b31729e7d9350adb6d1508ea0b7144bfaf6ab0920ffc1c22355bf6bb064147ff
Sensor_Delta,1773038162,22.58,6a31630d6e5b951bf54687af9564da79e5e827a78c174e41d21272d4f4f8bf5d
Sensor_Alpha,1773038164,22.9,9b3407fee215d21ba1301c0cd5d7f2d02873daace1813693dac4d537ed44f4b7
Sensor_Delta,1773038167,22.2,12bce6e4a1b31c66b088269b07feaa6e10e1c894cfc82919cd71fe0ed7dbe78c
Sensor_Alpha,1773038168,22.49,c3a8ce716f45b85646e223b51372d45ae81817c8055aba967f5cc63553fcc669
Sensor_Delta,1773038172,21.3,1053167effcc0e819b1c1d489b8b0add63dc93e5321228c6b195640f432ab895
Sensor_Alpha,1773038173,21.79,66b624ef5fdbbea923cb772f531ad75e0ec1e3d5d2b0a73bbca66cd2dbf47f32
Sensor_Beta,1773038174,20.55,78f1a239ee23e104111a18cd0bffc2ea3fe35cae449082cf0f503cf5d5bd24ab
Sensor_Beta,1773038176,21.41,929f83b145e919af58c7400ef5b8b0206f1359a02aae554a95a4c2d98b821f20
Sensor_Delta,1773038178,22.27,a2a72eb41618fc79ecab50ff026022ba1f037c482bb88beb392c2f9f362adf4d
Sensor_Beta,1773038181,21.71,1fbb5a767e6b645e32b42861a49afcf86fba7c891b77015b807cac49d3b52cb5
Sensor_Delta,1773038185,21.85,1e65e93076906820f0071126ac70c6d754f835d6d2df880696a1b5f907ab9cbe
